Project ID,Catchy Title [for dataset],"Catchy Title [for use case, application]",Country / Region ,What this is about/Description,Access to the dataset [link],"Access to AI Model, Software, AI Application [link]",Sector /Sustainable Development Goal ,Maturity / Readiness for replication or scaling [INTERNAL],Type of Data,Point of contact & community support ,Data characteristics: how to use it & key characteristics ,"Model characteristics: How to use & key characteristics of the AI Model, Software, AI Application",How to use it: How can you concretely work with this and built on this? How much will this cost and which resources are available to help me? ,"Organizations involved - including logos, links and visual elements",Editor of this information:,Technical Domain,Expressive visualization / picture related to dataset / possible use / story-tellling,License,"Additional Resources (Paper, Publications, etc)",Lacuna Dataset (Yes/No),Info on fair sharing as as Digital Public Good ,Comments,Name in GIZ-internal database
ui_52_3,Data for Detecting and Assessing Maize Stress,"Monitoring Zea Mays (Maize) Disease Stress using Drone data and Machine Learning Techniques, and Advising on Possible Causes and Solutions",South Africa,"Assesses the capabilities of Earth observation and machine learning algorithms, specifically Random Forest and Support Vector Machines, in detecting maize disease stress using drone data. The study was conducted on a small-scale farm in Limpopo, South Africa, focusing on healthy maize, maize with streak virus, and maize with phosphorus deficiency. ",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Disaster Risk Management, SDG 2",Dataset,"Drone Imagery, Geospatial, Images",Dr Meena Lysko (mbc.mlysko@gmail.com),"Low-res images, (hyper)spectral variability for phosphorus deficiency & MSV.","Random Forest, SVM; <80% accuracy; Software/Application: Drone + ML (RF, SVM)","Requires high-quality imagery, better spectral resolution; GEE and drone access recommended","Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Khanyisa Mpisane and Kanya Xongo,ML4EO,https://drive.google.com/file/d/1CV_nkCyPYt9ecxWyEcmEguYpLh9DFb2V/view?usp=drive_link,,https://drive.google.com/file/d/13tu-8UnI1FYk7DLkI_Z1qmprWW3EWlfp/view?usp=drive_link,,,,
ui_52_4,Weeties,Precision weed mapping and management in tomato fields using drone data in support of small-holder farming,South Africa,"Drone high-resolution images were used with a semi-automated random forest (RF) classifier algorithm in Google Earth Engine to classify bare soil, weeds, and tomatoes. The findings can serve as a reference for agricultural researchers and advise farmers on crop management, potentially reducing costs and herbicide use.",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Disaster Risk Management, SDG 2, SDG 12",Dataset,"Drone Imagery, Geospatial, Images",Dr Meena Lysko (mbc.mlysko@gmail.com),Spatial mapping of weeds vs. crops using RGB/Multispectral data in addition to Drone imagery and Tabular obseravations.,Random Forest; high training accuracy (89%); Software/Application: GEE + Random Forest,Drone + GEE for processing; reduce herbicide usage,"Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Martin Chari and Makgabo Mashala,ML4EO,https://drive.google.com/file/d/1hyiQSbdMyB0O5BYR8fl31BfyvRzRIlP8/view?usp=drive_link,,https://drive.google.com/file/d/1uFKAZ9CCniykTKRSsh2-nxKW2f3Wkpbb/view?usp=drive_link,,,,
ui_52_5,Chlorophyll-Busters,Estimation of chlorophyll contents of crops (maize and tomato) using Sentinel-2 and drone data by applying Random Forest machine learning algorithm: A case study of the Ha-Mphaila farming area of South Africa,South Africa,"Explores using the Random Forest Regression (RFR) machine learning algorithm with Sentinel-2 and drone imagery to estimate relative chlorophyll values in tomato and maize crops within South Africa's Ha-Mphaila farming area. The research concludes that both Sentinel-2 imagery (10m and 20m spatial resolution) and high-resolution drone images are valuable for rapidly assessing crop chlorophyll content across significant areas, offering useful insights for precision agriculture.",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Disaster Risk Management, SDG 2",Dataset,"Drone Imagery, Images, Tabular",Dr Meena Lysko (mbc.mlysko@gmail.com),Red-edge based chlorophyll estimates & Sentinel-2 data,Random Forest Regression; Software/Application: Sentinel-2 + drone + RF,Sentinel free; drone + SPAD sensor may be costly unless shared,"Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Cindy Viviers and Dr. Abraham Thomas,ML4EO,https://drive.google.com/file/d/1KVUM-JLYg6CY-B3WmVj4-puKacJvg8_x/view?usp=drive_link,,https://drive.google.com/file/d/1dfgcycIgFy7SKUHJcZ2qFERbQTbehxVh/view?usp=drive_link,,,,
ui_52_6,The Agro-Innovators,Evaluating the Performance of Machine Learning Algorithms for Estimating Chlorophyll Content of Tomatoes with Unmanned Aerial Vehicle (UAV)-Based Data.,South Africa,Evaluates the performance of machine learning algorithms for estimating chlorophyll content in tomatoes using Sentinel-2 satellite data. ,https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Disaster Risk Management, SDG 2 ",Dataset,"Geospatial, Images, Tabular",Dr Meena Lysko (mbc.mlysko@gmail.com),"Red-edge bands, REIP indices, Sentinel-2, SPAD chlorophyll","Bagging, Boosting, ANN, SVR; Software/Application: Chlorophyll estimation ML",Train model on SPAD + satellite indices; uses open-source ML tools,"Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Sisipho Ngebe and Afika Singano,ML4EO,https://drive.google.com/file/d/1kugMpKasnb5_7XJkRj3jnAQw8retlV4W/view?usp=drive_link,,https://drive.google.com/file/d/1QYB5PBhQVaDQ1J-YP0ZfOAsLXznla_Kr/view?usp=drive_link,,,,
ui_52_7,Agro-thermography,"Integration of ground-based vegetation parameters, thermal infrared and UAV multispectral data for mapping of crop canopy temperature",South Africa,"Explores the integration of ground-based vegetation parameters, thermal infrared data from handheld cameras, and UAV multispectral data to map crop canopy temperature at high resolution. The research, conducted at the Ha-Mphaila irrigation scheme in Limpopo, South Africa, focused on tomato crops.",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Disaster Risk Management, Climate Action, SDG 2",Dataset,"Geospatial, Drone Imagery, Tabular",Dr Meena Lysko (mbc.mlysko@gmail.com),Thermal IR and multispectral image fusion and field data + Drone Data,Regression model; canopy temperature estimation; Software/Application: Thermal camera + UAV + regression models,Needs UAV & thermal cam; costly setup unless shared or borrowed,"Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Dr. Mohamed Ahmed and Phumlani Zwane,ML4EO,https://drive.google.com/file/d/1MOSiW0BIzqwK2YMEp1dCcIzItgLm8wR8/view?usp=drive_link,,https://drive.google.com/file/d/1GMpDiMlY-wYXTB6T5woikRpFbgQ21hhp/view?usp=drive_link,,,,
ui_52_8,Discovering Agriculture Insurance,Remote Sensing and Machine Learning Applications in Agriculture Index Insurance (AII),South Africa,"Investigates how remote sensing and machine learning can be used to improve Agricultural Index Insurance (AII) for smallholder farmers in South Africa, who often lack access to affordable insurance.  Key recommendations include supporting further research and development in these areas and implementing educational campaigns to build farmer trust and awareness of index insurance benefits.",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Climate Action, SDG 2 ",Dataset,"Drone Imagery, Geospatial, Tabular",Dr Meena Lysko (mbc.mlysko@gmail.com),"Temporal NDVI and chlorophyll indices, vegetation change monitoring, Sentinel-2 based",ML for index-insurance mapping; Software/Application: Dynamic World + ML,"Integrate indices into insurance design; Sentinel-2 free; ML libraries (e.g., Scikit-learn)","Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Shereen Francis and Yashoda Maharaj,ML4EO,https://drive.google.com/file/d/1LHAaaDSYSNbBAaeVdmBFlpecX_ntVEKf/view?usp=drive_link,,https://drive.google.com/file/d/1rGoapVNyVsVwMxDfBrRfdVoyRCpjwnIy/view?usp=drive_link,,,,
ui_52_9,SAR Busters,Crop type mapping in Mphaila irrigation scheme in Vhembe District in Limpopo Province,South Africa,"Explores the use of Sentinel-1 and Sentinel-2 satellite data for crop type mapping in smallholder farming areas. The study focuses on improving classification accuracy by identifying optimal spectral bands and evaluating machine learning algorithms like decision tree and random forest classifiers
",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), SDG 2",Dataset,"Geospatial, Images, Tabular",Dr Meena Lysko (mbc.mlysko@gmail.com),"Crop separability via bands 7, 8, 8A, 11. Sentinel-1 (SAR) and  Sentinel-2 (optical) based","Decision Tree, Random Forest; Software/Application: Crop mapping using ML",Sentinel data free; GEE platform usable,"Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Dleme Tswai and Dr. Theunis Morgenthal,ML4EO,https://drive.google.com/file/d/1mjjI5knaWJqjOQURj7OKfKxMbMDEmvEH/view?usp=drive_link,,https://drive.google.com/file/d/1c54f9Lh5IV8T_XLrlf_8ItAitrBEjTVZ/view?usp=drive_link,,,,
ui_52_10,The internet of Crops (IOC),Leaf Area Index Estimation of Tomato Crops in Sub-Humid Regions Based On Sentinel 2 Imagery and Random Forest Regression Ensemble,South Africa,"Investigates the use of Sentinel-2 satellite imagery and a random forest (RF) machine learning algorithm to estimate the Leaf Area Index (LAI) of tomato crops in the Ha-Mphaila irrigation scheme, Limpopo Province, South Africa. The research aimed to determine key wavebands and vegetation indices for LAI estimation, compare the performance of RF models with stepwise multiple linear regression (SMLR) models, and map the spatial distribution of LAI.",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), SDG 2",Dataset,"Geospatial, Images, Tabular",Dr Meena Lysko (mbc.mlysko@gmail.com),"Correlation of VIs to LAI, Sentinel-2 + LAI ground truth.",Random Forest Regression; Software/Application: Sentinel-2 + RF,"Free Sentinel-2 + fieldwork required; ML code free (e.g., Python)","Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Frederick Mashao and Dr. Olufemi Olayiwola,ML4EO,https://drive.google.com/file/d/1ZmDPVVb2SLxrWDE7LnCIl87_Wse4f8oK/view?usp=drive_link,,https://drive.google.com/file/d/1rqnCZTZ2b4MSp9C0nkFhU3A1Xhk4CwIe/view?usp=drive_link,,,,
ui_53,Voices of Mzansi - Making all official languages of South Africa AI-ready: translating the Common-Voice interface & enabling Open-source text-to-speech dataset collection,,South Africa,"Univ of Stellenbosch Grant (Febe de Wet) - Voices of Mzansi project aimed to get South Africa's languages launched on the Mozilla Common Voice platform1. To achieve this aim the Common Voice website had to be translated from English into the other official languages and at least 5 000 sentences had to be collected for each language. The collected sentences have to be available in the open domain under CC-0 licensing. Once a languages is launched, the sentences are used as prompts for speech data collection through the Common Voice platform. This unlocks open-source text-to-speech dataset collection and thereby ultimately facilitates access to information in mother tongue, including by illiterate persons and in rural settings. ",https://commonvoice.mozilla.org/de/languages,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset,"Text, Voice",Prof. Febe de Wet,,,,"Powered by:  University of Stellenbosch 
Catalyzed by: South African Digital Language Resources (SADILAR), FAIR Forward - AI for All, Mozilla Foundation, UNESCO decade of indigenous languages
Financed by: BMZ",,NLP,,CC-O,Mozilla CVP,,,"Original title: Making voice data available in all official languages of South Africa as a digital public good - Voices of Mzansi: Speaking Data, Speaking home",NLP grant Localising Common Voice for South African Languages
ui_54,Spot the Crop,"Crop Type Identification from Satellite Imagery in Western Cape, South Africa",South Africa,This dataset and AI model was produced as part of the Radiant Earth Spot the Crop Challenge (https://zindi.africa/hackathons/radiant-earth-spot-the-crop-hackathon). The objective of the competition was to create a machine learning model to classify fields by crop type from images collected during the growing season by the Sentinel-2 and Sentinel-1 satellites.,https://beta.source.coop/repositories/radiantearth/south-africa-crops-competition/description/,https://github.com/radiantearth/spot-the-crop-challenge,"Climate Action, End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset > Model > Pilot,Tabular,"Radiant Earth (ml@radiant.earth), Western Cape Department of Agriculture",The dataset contains a time-series of satellite imagery and labels for crop type that have been collected through aerial and ground survey. Labels are derived from the survey conducted by the Western Cape Department of Agriculture. Satellite data including multispectral Sentinel-2 are then matched with corresponding labels.,"This repository contains the winning models from the Zindi data competition ""Spot the Crop"" in which participants used time series of Sentinel-2 multispectral imagery as input for crop type classification.

","The agricultural sector makes a substantial contribution to GDP and livelihoods across the developing world. However, regular and reliable agricultural data remains difficult and expensive to collect on the ground. As a result, policy-makers usually don’t have access to updated data for implementing policies or supporting farmers. Earth observation satellites provide a wealth of multispectral image data that can be used for developing agricultural monitoring tools. These tools support farmers and policy-makers across Africa and the developing world. With this dataset and AI model you can use time-series of Sentinel-2 multi-spectral data to classify crops in the Western Cape of South Africa.","Powered by: Radiant Earth, Western Cape Department of Agriculture
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Philipp Olbrich,Computer Vision,,CC-BY 4.0,https://zindi.africa/competitions/radiant-earth-spot-the-crop-challenge,,,,South Africa Crop Type Competition
ui_55,"Croppie- helping smallholder coffee producers to plan sales, get loans, and trace coffee - AI powered coffee yield prediction","Croppie- helping smallholder coffee producers to plan sales, get loans, and trace coffee - AI powered coffee yield prediction",Uganda,"Unpredictable weather conditions and price fluctuations pose major challenges for coffee farmers in Uganda. The platform and app 'Croppie' supports them with targeted cultivation recommendations and precise crop forecasts—using AI-supported image recognition of coffee plants. As a digital public good based on open-source technology, it can be adapted and further developed locally. The basic user interface is provided through a mobile application. Croppie’s core functionality is to allow for AI-supported coffee yield estimation. This is done by guiding a selective sampling for a statistical yield estimation service based on branch count and coffee branch picture taking, alongside the integration of additional data provided by the user.",https://huggingface.co/datasets/rgautroncgiar/croppie_coffee_ug,https://huggingface.co/rgautroncgiar/croppie_coffee_ug,"End hunger, achieve food security, sustainable agriculture (SDG 2), Climate Action",Dataset  > Model > Pilot > Use-Case >  Use-Case with Business Model,Tabular,"Croppie (https://croppie.org/#contact), Producers Direct (https://producersdirect.org/), M-Omulimisa, CIAT","The Data is fully open-sourced and can be accessed on Hugging Face
 • License: CC BY SA 4.0
 • Data Type: Tabular
 • Key Variables: Coffee cherry color (5), coffee cherry size
 • Appr. No of observations: 8333
 • Format: dbf, csv
 
 The data was collected over the span of 1.5 years covering different crop cycles between 2022 and 2024. The Data Collection was conducted by Alliance Bioversity & CIAT and M-Omolumisa via on-the-ground visits of the farms.","Processed Data:
 The dataset is made of a mix of Arabica and Robusta coffee tree parts (with and without a background isolation element) with individual bounding boxes around all coffee cherries. These RGB pictures were on-farm collected with smartphones with the collaboration of smallholder farmers. 
 Code for Crop Classification Model:
 Code to create the training data and for training the models for crop mapping can be accessed here: 
 - Dataset
 - Model
 Application:
 The dataset/model can be used for automated cherry count or coffee ripeness assessment.","Instead of manual cherry counts (the traditional approach to harvest estimation), pictures of the coffee branches are used to automate this task. The coffee harvest on a plot level is estimated by processing pictures through AI-supported image recognition software along with a manual branch count (= tree level estimation) and a tree-per-ha estimation (or recall data) (scaling to plot level). Thus, Croppie serves as a central system for managing yield data at the farmer level. It also provides the option to share this data with external users; with for example cooperatives having the possibility to feed information from the application in an integrated database of their member’s performance and farm characteristics, provided they obtained prior consent to do so. This would then scale the Croppie system to have an aggregated data view of multiple users in a region, e.g. as a cooperative level dashboard.","Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,Computer Vision,,,,,,Alternative title: Precision Farming Simplified: Croppie’s AI-Powered Agronomic Advisor,Croppie Coffee Yield Prediction
ui_56,Bridging the Energy Gap: Machine Learning Applications in Uganda's Rural Electrification,Finding good spots for decentralized green energy grids in Uganda I - AI based site identification for MiniGrids,Uganda,"The Site Identification tool is an AI-driven tool to enhance renewable energy planning. This tool utilizes machine learning and satellite imagery to identify optimal sites for renewable energy deployment, particularly in remote regions. A successful pilot in Lamwo District demonstrated its potential to improve energy access by recommending suitable electrification strategies for villages. This initiative aligns with Uganda’s National Electrification Strategy, which seeks to connect 10 million households to the most optimal energy source by 2030.",https://github.com/SunbirdAI/lamwo-electrification-project/tree/main,https://lamwo-electrification-demo.vercel.app/,Climate Action,Dataset  > Model > Pilot > Use-Case,Geospatial,"Sunbird.ai


Ernest Mwebaze <emwebaze@sunbird.ai>","-• Data Type: Geospatial and tabular 
• Key Variables: Solar Irradiance,Biomass Resources,Wind Speed and Consistency,Biomass Resources,Hydropower Potential,
Population Density,Proximity to Existing Grids,Road Networks,Land Availability,Protected Areas,Cost of Energy Delivery
• The data adheres to FAIR (Findable, Accessible, Interoperable, Reusable) principles and includes anonymization measures to protect sensitive information.
",This web application is a decision support tool. It is built as a prototype for a large-scale decision support tool for determining electrification strategies for different geographical areas. Currently implemented in Lamwo district electrification. ,"This web application is a prototype decision support tool designed to guide electrification strategies across various geographic areas. It offers an initial village-level assessment through a color-coded map, with the legend explaining each category. Users can explore detailed analyses at the village level—the smallest unit for assessing electrification needs. The tool evaluates both demand and supply factors and suggests the most suitable energy solutions, including biomass, wind, solar home systems, mini-grids, or grid extension. It is intended to support government officials, energy sector stakeholders, and development partners in making informed renewable energy decisions.","Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,Computer Vision,,,,,,,Scaling ML-based site identification for MiniGrids Uganda
ui_57,Electrification Dashboard for Ugandan government - help to find the best energy sources for villages in Uganda,Electrification Dashboard for Ugandan government - help to find the best energy sources for villages in Uganda,Uganda,COVERED WITH ENTRY ABOVE. This web application is a decision support tool. It is built as a prototype for a large-scale decision support tool for determining electrification strategies for different geographical areas. Currently implemented in Lamwo district electrification.,,,Climate Action,,,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,Computer Vision,,,,,,,ML-based site identification for MiniGrids in Uganda
ui_58,"Developing AI Models for Estimating Solar Irradiance for
Improved Solar Energy Planning in Sub-Saharan Africa","Developing AI Models for Estimating Solar Irradiance for
Improved Solar Energy Planning in Sub-Saharan Africa",Uganda,"The ""Development of Unbiased AI Models for Solar Irradiance in Rural Africa"" project aims to improve the accuracy of solar irradiation estimates in Africa by combining ground-based measurements with satellite data and AI models. Led by Makerere University's Marconi Lab, the project addresses the lack of reliable solar data—especially in rural areas—by collecting new data, correcting existing biases, and developing a tool to support better solar energy planning and deployment.",,http://solarirradianceportal.marconilab.org/portal; https://github.com/Marconi-Lab/Solar_irradiation; https://github.com/Marconi-Lab/Irradiation_Portal,Climate Action,,"Geospatial, Tabular, Meterological","Jan Mikelson <jan.mikelson@gmail.com>           Andrew Katumba katraxuk@gmail.com
",Key variable: Solar Irradiation,,,"Powered by:  Marconi Lab
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,Prediction,,,,,,,Development of Unbiased AI Models for Solar Irradiance Uganda
ui_59,NLP Use Case Strengthening relevance of Auditing reports in Uganda,NLP Use Case Strengthening relevance of Auditing reports in Uganda,Uganda,This activity is requested by Uganda country office and paid for by them. It is run by the DSC and FF is supporting with technical input. No own funds needed for this.,,,Climate Action,,Text,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,NLP,,,,,,,NLP Use Case Strengthening relevance of Auditing reports in Uganda
ui_79,Machine Translation - for Moodle LMS,Parallel Text for machine translation in Eng-Kin; Domain-specific for Education (digital literacy),Rwanda,"Enabling language translation capabilities on the Moodle LMS platform, through a collaboration with Atingi; the use case explores 3 modes of translation. The first mode is navigation based, simply translating static messages such as buttons and notifications, secondly it explores full content translation, lastly, in-line translation. The project uses the NLLB-200 model for translation, other models could be experimented to explore feasibility of additional features such as QA or summarization, leveraging the plugin built by the team. ",https://huggingface.co/datasets/DigitalUmuganda/kinyarwanda-english-machine-translation-dataset;  https://huggingface.co/datasets/mbazaNLP/Kinyarwanda_English_parallel_dataset; https://huggingface.co/datasets/mbazaNLP/NMT_Education_parallel_data_en_kin; https://huggingface.co/datasets/DigitalUmuganda/kinyarwanda-english-machine-translation-dataset ,https://huggingface.co/mbazaNLP/Quantized_Nllb_Finetuned_Edu_En_Kin_8bit; https://huggingface.co/mbazaNLP/Nllb_finetuned_general_en_kin; https://huggingface.co/DigitalUmuganda/Finetuned-NLLB ,"Inclusive Education, SDG 10 (Reduced inequality through access to info in local languages/NLP)",Dataset  > Model > Pilot > Use-Case,Text,FAIR Forward Rwanda / Digital Umuganda ,"Parallel datasets can be used to finetune LLMs to specific languages or domains; the example is for English-Kinyarwanda, to improve NLLB translation performance","Open source model NLLB-200, some variations quantized to minimize compute resource usage ","Integrate preferred machine translation model with Moodle plugin: https://github.com/Digital-Umuganda/moodle-translate_courses . Need to update for compatibility with newer Moodle updates, this was implemented during Moodle version 3.0 ","Atingi, Digital Umuganda, Clear Global",Isaac,NLP,,Permissive,- https://moodlemoot.org/2024/timetable/event/246/ / https://aiopeneducation.pubpub.org/pub/7npwm2su/release/5?readingCollection=06969c6d ,,,,
ui_83,,,,,,,,,,,,,,,,,,,,,,,
ui_84,,,,,,,,,,,,,,,,,,,,,,,
ui_85,,,,,,,,,,,,,,,,,,,,,,,
ui_86,,,,,,,,,,,,,,,,,,,,,,,
ui_87,,,,,,,,,,,,,,,,,,,,,,,
ui_88,,,,,,,,,,,,,,,,,,,,,,,
ui_89,,,,,,,,,,,,,,,,,,,,,,,
ui_90,,,,,,,,,,,,,,,,,,,,,,,
ui_91,,,,,,,,,,,,,,,,,,,,,,,
